subid,horizon,choice_time,type,side,stim_1,stim_2,calculation,accuracy,mult_rew,add_rew,trial_nr,game_nr,time_elapsed
3570,5,2324,add,left,-1,-1,-1,-1,52,43,1,-2,362805
3570,5,1128,mult,right,-1,-1,-1,-1,64,45,2,-2,364939
3570,5,990,add,left,-1,-1,-1,-1,43,35,3,-2,366939
3570,5,1011,add,left,-1,-1,-1,-1,56,30,4,-2,368959
3570,5,8419,mult,right,14,19,266,1,74,48,5,-2,378385
3570,8,1507,add,left,-1,-1,-1,-1,40,46,1,-1,383965
3570,8,447,mult,right,-1,-1,-1,-1,47,33,2,-1,385421
3570,8,500,mult,right,-1,-1,-1,-1,50,33,3,-1,386930
3570,8,525,add,left,-1,-1,-1,-1,39,34,4,-1,388466
3570,8,7403,mult,right,3,17,51,1,48,51,5,-1,396880
3570,8,8700,mult,right,19,20,380,1,62,48,6,-1,406591
3570,8,4002,mult,right,12,20,240,1,59,43,7,-1,411601
3570,8,5182,-1,-1,12,16,184,0,51,43,8,-1,417788
4846,5,2301,add,right,-1,-1,-1,-1,56,64,1,-2,1218645
4846,5,1198,add,right,-1,-1,-1,-1,57,55,2,-2,1220848
4846,5,2001,mult,left,-1,-1,-1,-1,71,64,3,-2,1223855
4846,5,732,mult,left,-1,-1,-1,-1,58,52,4,-2,1225593
4846,5,16525,mult,left,14,20,280,1,50,62,5,-2,1243123
4846,8,1722,add,right,-1,-1,-1,-1,40,57,1,-1,1248340
4846,8,744,add,right,-1,-1,-1,-1,52,31,2,-1,1250089
4846,8,510,mult,left,-1,-1,-1,-1,37,49,3,-1,1251603
4846,8,589,add,right,-1,-1,-1,-1,51,35,4,-1,1253197
4846,8,20400,mult,left,6,18,108,1,56,43,5,-1,1274603
4846,8,15353,-1,-1,12,19,178,0,36,46,6,-1,1290961
4846,8,3308,mult,left,3,20,60,1,31,35,7,-1,1295274
4846,8,4664,mult,left,5,23,115,1,58,23,8,-1,1300943
4521,5,740,add,left,-1,-1,-1,-1,71,43,1,-2,275344
4521,5,679,mult,right,-1,-1,-1,-1,64,39,2,-2,277032
4521,5,828,add,left,-1,-1,-1,-1,76,40,3,-2,278870
4521,5,915,add,left,-1,-1,-1,-1,79,46,4,-2,280794
4521,5,14202,mult,right,19,24,456,1,67,46,5,-2,296004
4521,8,1159,add,left,-1,-1,-1,-1,34,58,1,-1,303899
4521,8,448,mult,right,-1,-1,-1,-1,48,63,2,-1,305355
4521,8,378,mult,right,-1,-1,-1,-1,45,46,3,-1,306743
4521,8,435,add,left,-1,-1,-1,-1,39,43,4,-1,308183
4521,8,5508,add,left,4,17,21,1,41,68,5,-1,314701
4521,8,2339,mult,right,3,11,33,1,41,59,6,-1,318050
4521,8,3213,mult,right,2,14,28,1,49,50,7,-1,322272
4521,8,3870,add,left,8,24,32,1,50,53,8,-1,327148
1864,5,2246,add,left,-1,-1,-1,-1,58,47,1,-2,182189
1864,5,3180,add,left,-1,-1,-1,-1,66,55,2,-2,186375
1864,5,954,mult,right,-1,-1,-1,-1,74,58,3,-2,188334
1864,5,785,mult,right,-1,-1,-1,-1,62,64,4,-2,190123
1864,5,19488,mult,right,5,23,115,1,55,54,5,-2,210616
1864,8,1752,mult,right,-1,-1,-1,-1,56,60,1,-1,215200
1864,8,446,mult,right,-1,-1,-1,-1,45,73,2,-1,216652
1864,8,745,mult,right,-1,-1,-1,-1,47,71,3,-1,218404
1864,8,894,add,left,-1,-1,-1,-1,48,57,4,-1,220302
1864,8,16154,add,left,19,24,43,1,35,43,5,-1,237463
1864,8,5628,mult,right,11,15,165,1,40,63,6,-1,244096
1864,8,3195,mult,right,7,12,84,1,45,56,7,-1,248297
1864,8,1531,mult,right,3,8,24,1,48,67,8,-1,250834
867,5,2066,add,left,-1,-1,-1,-1,61,52,1,-2,237744
867,5,1003,mult,right,-1,-1,-1,-1,63,73,2,-2,239754
867,5,1031,mult,right,-1,-1,-1,-1,58,55,3,-2,241790
867,5,948,mult,right,-1,-1,-1,-1,65,61,4,-2,243747
867,5,13320,mult,right,3,12,36,1,64,65,5,-2,258074
867,8,1088,mult,right,-1,-1,-1,-1,65,43,1,-1,261878
867,8,579,mult,right,-1,-1,-1,-1,65,41,2,-1,263470
867,8,702,add,left,-1,-1,-1,-1,72,41,3,-1,265181
867,8,464,add,left,-1,-1,-1,-1,59,48,4,-1,266650
867,8,9208,mult,right,20,23,460,1,66,36,5,-1,276873
867,8,2334,mult,right,9,10,90,1,83,39,6,-1,280217
867,8,2604,mult,right,1,12,12,1,77,30,7,-1,283833
867,8,40267,mult,right,14,18,252,1,68,44,8,-1,325110
4357,5,2006,add,left,-1,-1,-1,-1,55,60,1,-2,3573488
4357,5,491,add,left,-1,-1,-1,-1,65,54,2,-2,3574991
4357,5,424,mult,right,-1,-1,-1,-1,49,60,3,-2,3576425
4357,5,362,mult,right,-1,-1,-1,-1,47,54,4,-2,3577795
4357,5,3787,add,left,3,15,18,1,69,41,5,-2,3582590
4357,8,754,mult,right,-1,-1,-1,-1,37,46,1,-1,3585226
4357,8,309,add,left,-1,-1,-1,-1,35,33,2,-1,3586543
4357,8,377,add,left,-1,-1,-1,-1,42,20,3,-1,3587931
4357,8,450,mult,right,-1,-1,-1,-1,52,40,4,-1,3589393
4357,8,7740,-1,-1,15,21,345,0,44,48,5,-1,3598141
4357,8,10866,mult,right,1,18,18,1,41,37,6,-1,3610019
4357,8,2069,mult,right,2,8,16,1,41,37,7,-1,3613095
4357,8,10321,mult,right,18,21,378,1,46,40,8,-1,3624427
668,5,1034,mult,right,-1,-1,-1,-1,92,45,1,-2,480857
668,5,783,add,left,-1,-1,-1,-1,62,34,2,-2,482664
668,5,739,mult,right,-1,-1,-1,-1,71,33,3,-2,484421
668,5,633,mult,right,-1,-1,-1,-1,73,39,4,-2,486074
668,5,11485,add,left,12,17,29,1,50,44,5,-2,498577
668,8,892,mult,right,-1,-1,-1,-1,56,33,1,-1,533171
668,8,376,mult,right,-1,-1,-1,-1,67,21,2,-1,534577
668,8,492,add,left,-1,-1,-1,-1,44,28,3,-1,536093
668,8,354,mult,right,-1,-1,-1,-1,51,38,4,-1,537475
668,8,4070,mult,right,6,11,66,1,56,28,5,-1,542565
668,8,6560,add,left,8,20,28,1,60,34,6,-1,550147
668,8,4922,add,left,2,21,23,1,63,33,7,-1,556089
668,8,5516,add,left,14,15,29,1,55,28,8,-1,562633
2052,5,4238,mult,right,-1,-1,-1,-1,31,48,1,-2,274300
2052,5,1821,add,left,-1,-1,-1,-1,40,45,2,-2,277133
2052,5,436,mult,right,-1,-1,-1,-1,42,43,3,-2,278581
2052,5,609,add,left,-1,-1,-1,-1,52,54,4,-2,280201
2052,5,5566,add,left,14,21,35,1,38,42,5,-2,286778
2052,8,1666,mult,right,-1,-1,-1,-1,35,41,1,-1,291593
2052,8,624,add,left,-1,-1,-1,-1,35,62,2,-1,293226
2052,8,456,add,left,-1,-1,-1,-1,41,52,3,-1,294693
2052,8,499,mult,right,-1,-1,-1,-1,43,51,4,-1,296204
2052,8,4264,-1,-1,15,23,48,0,48,52,5,-1,301481
2052,8,2232,add,left,1,6,7,1,20,50,6,-1,304724
2052,8,1835,add,left,13,13,26,1,38,58,7,-1,307571
2052,8,2363,add,left,5,22,27,1,39,58,8,-1,310941
3078,5,5718,mult,right,-1,-1,-1,-1,61,38,1,-2,95799769
3078,5,388,add,left,-1,-1,-1,-1,62,49,2,-2,95801164
3078,5,433,mult,right,-1,-1,-1,-1,61,44,3,-2,95802603
3078,5,512,mult,right,-1,-1,-1,-1,60,39,4,-2,95804121
3078,5,7577,-1,-1,14,19,43,0,60,43,5,-2,95812705
3078,8,2241,mult,right,-1,-1,-1,-1,61,52,1,-1,95819262
3078,8,500,mult,right,-1,-1,-1,-1,49,72,2,-1,95820769
3078,8,567,mult,right,-1,-1,-1,-1,72,60,3,-1,95822343
3078,8,598,add,left,-1,-1,-1,-1,61,69,4,-1,95823948
3078,8,5147,add,left,5,17,22,1,52,67,5,-1,95830103
3078,8,4238,mult,right,1,8,8,1,48,65,6,-1,95835348
3078,8,3345,mult,right,6,11,66,1,55,62,7,-1,95839700
3078,8,4106,add,left,9,12,21,1,56,70,8,-1,95844814
820,5,5640,add,left,-1,-1,-1,-1,42,59,1,-2,691305
820,5,1049,mult,right,-1,-1,-1,-1,32,52,2,-2,693360
820,5,722,add,left,-1,-1,-1,-1,28,30,3,-2,695088
820,5,329,mult,right,-1,-1,-1,-1,45,48,4,-2,696423
820,5,6757,add,left,1,17,18,1,31,30,5,-2,704186
820,8,1245,mult,right,-1,-1,-1,-1,54,64,1,-1,709005
820,8,556,mult,right,-1,-1,-1,-1,49,67,2,-1,710566
820,8,445,add,left,-1,-1,-1,-1,49,68,3,-1,712017
820,8,381,add,left,-1,-1,-1,-1,44,50,4,-1,713404
820,8,10842,add,left,6,7,13,1,54,66,5,-1,725253
820,8,3918,add,left,15,15,30,1,51,67,6,-1,730176
820,8,6380,add,left,5,24,29,1,51,53,7,-1,737561
820,8,10192,add,left,17,22,39,1,51,51,8,-1,748760
3099,5,977,add,right,-1,-1,-1,-1,33,71,1,-2,236865
3099,5,785,add,right,-1,-1,-1,-1,37,54,2,-2,238662
3099,5,417,add,right,-1,-1,-1,-1,51,62,3,-2,240086
3099,5,498,mult,left,-1,-1,-1,-1,42,59,4,-2,241595
3099,5,8438,add,right,14,17,31,1,33,72,5,-2,251040
3099,8,1043,add,right,-1,-1,-1,-1,49,30,1,-1,255588
3099,8,494,add,right,-1,-1,-1,-1,53,29,2,-1,257093
3099,8,363,mult,left,-1,-1,-1,-1,39,38,3,-1,258469
3099,8,391,mult,left,-1,-1,-1,-1,39,37,4,-1,259869
3099,8,2740,mult,left,5,6,30,1,48,37,5,-1,263616
3099,8,11215,add,right,19,21,40,1,46,37,6,-1,275838
3099,8,4218,add,right,5,19,24,1,44,37,7,-1,281069
3099,8,2629,add,right,5,16,21,1,60,36,8,-1,284711
2041,5,3652,mult,right,-1,-1,-1,-1,38,60,1,-2,318518
2041,5,1193,mult,right,-1,-1,-1,-1,41,54,2,-2,320722
2041,5,4233,add,left,-1,-1,-1,-1,42,65,3,-2,325966
2041,5,364,add,left,-1,-1,-1,-1,31,78,4,-2,327342
2041,5,11263,add,left,4,21,25,1,40,50,5,-2,339614
2041,8,2708,add,left,-1,-1,-1,-1,43,23,1,-1,345617
2041,8,803,add,left,-1,-1,-1,-1,57,17,2,-1,347428
2041,8,478,add,left,-1,-1,-1,-1,59,28,3,-1,348912
2041,8,430,mult,right,-1,-1,-1,-1,68,46,4,-1,350350
2041,8,9245,mult,right,2,21,42,1,49,18,5,-1,360606
2041,8,8574,mult,right,8,16,128,1,62,24,6,-1,370190
2041,8,9988,mult,right,4,24,96,1,54,31,7,-1,381185
2041,8,2957,mult,right,8,8,64,1,49,33,8,-1,385152
4650,5,2928,mult,right,-1,-1,-1,-1,61,54,1,-2,989022
4650,5,813,add,left,-1,-1,-1,-1,69,57,2,-2,990840
4650,5,305,mult,right,-1,-1,-1,-1,53,51,3,-2,992149
4650,5,271,add,left,-1,-1,-1,-1,52,56,4,-2,993425
4650,5,5131,add,left,9,12,21,1,49,60,5,-2,999560
4650,8,754,mult,right,-1,-1,-1,-1,59,40,1,-1,1003441
4650,8,244,add,left,-1,-1,-1,-1,53,46,2,-1,1004691
4650,8,238,add,left,-1,-1,-1,-1,58,40,3,-1,1005934
4650,8,270,mult,right,-1,-1,-1,-1,61,50,4,-1,1007208
4650,8,1657,mult,right,1,13,13,1,60,42,5,-1,1009870
4650,8,8216,add,left,16,18,34,1,29,59,6,-1,1019091
4650,8,1832,add,left,2,22,24,1,43,34,7,-1,1021927
4650,8,2316,add,left,4,11,15,1,41,32,8,-1,1025247
2469,5,1745,add,right,-1,-1,-1,-1,50,48,1,-2,492530
2469,5,473,mult,left,-1,-1,-1,-1,74,50,2,-2,494021
2469,5,580,add,right,-1,-1,-1,-1,54,48,3,-2,495610
2469,5,457,mult,left,-1,-1,-1,-1,49,49,4,-2,497075
2469,5,11896,add,right,13,17,30,1,49,62,5,-2,509987
2469,8,1551,add,right,-1,-1,-1,-1,41,55,1,-1,514701
2469,8,367,mult,left,-1,-1,-1,-1,44,47,2,-1,516074
2469,8,416,mult,left,-1,-1,-1,-1,38,48,3,-1,517503
2469,8,395,add,right,-1,-1,-1,-1,33,53,4,-1,518921
2469,8,16754,mult,left,7,24,168,1,31,43,5,-1,536686
2469,8,7831,add,right,9,17,26,1,38,35,6,-1,545529
2469,8,13316,mult,left,13,13,169,1,38,42,7,-1,559860
2469,8,3027,add,right,11,20,31,1,38,46,8,-1,563903
4427,5,3483,mult,left,-1,-1,-1,-1,79,42,1,-2,462452
4427,5,814,add,right,-1,-1,-1,-1,68,37,2,-2,464273
4427,5,821,mult,left,-1,-1,-1,-1,67,35,3,-2,466101
4427,5,746,add,right,-1,-1,-1,-1,73,56,4,-2,467853
4427,5,16181,add,right,9,24,33,1,75,40,5,-2,485041
4427,8,1077,mult,left,-1,-1,-1,-1,61,41,1,-1,490055
4427,8,423,add,right,-1,-1,-1,-1,65,42,2,-1,491485
4427,8,466,add,right,-1,-1,-1,-1,59,33,3,-1,492957
4427,8,436,mult,left,-1,-1,-1,-1,68,40,4,-1,494400
4427,8,3528,mult,left,1,13,13,1,50,52,5,-1,498935
4427,8,2449,add,right,3,13,16,1,65,31,6,-1,502390
4427,8,7414,add,right,8,19,27,1,49,36,7,-1,510810
4427,8,2961,add,right,4,13,17,1,61,35,8,-1,514777
1770,5,2189,mult,left,-1,-1,-1,-1,48,38,1,-2,561832
1770,5,986,mult,left,-1,-1,-1,-1,51,56,2,-2,563826
1770,5,476,mult,left,-1,-1,-1,-1,39,29,3,-2,565312
1770,5,575,add,right,-1,-1,-1,-1,40,48,4,-2,566894
1770,5,8132,add,right,9,14,23,1,36,35,5,-2,576039
1770,8,1879,add,right,-1,-1,-1,-1,45,33,1,-1,583318
1770,8,454,mult,left,-1,-1,-1,-1,39,54,2,-1,584785
1770,8,471,mult,left,-1,-1,-1,-1,44,53,3,-1,586269
1770,8,577,mult,left,-1,-1,-1,-1,25,47,4,-1,587858
1770,8,28465,-1,-1,21,24,508,0,32,55,5,-1,617331
1770,8,9904,add,right,9,22,31,1,48,47,6,-1,628244
1770,8,5268,add,right,15,23,38,1,22,53,7,-1,634525
1770,8,3362,add,right,17,20,37,1,40,39,8,-1,638897
4868,5,4243,add,left,-1,-1,-1,-1,63,63,1,-2,263885
4868,5,1285,mult,right,-1,-1,-1,-1,52,60,2,-2,266176
4868,5,1655,add,left,-1,-1,-1,-1,35,50,3,-2,268842
4868,5,572,add,left,-1,-1,-1,-1,53,55,4,-2,270420
4868,5,5427,add,left,9,15,24,1,50,63,5,-2,276853
4868,8,1677,add,left,-1,-1,-1,-1,49,70,1,-1,282633
4868,8,455,add,left,-1,-1,-1,-1,65,66,2,-1,284095
4868,8,365,mult,right,-1,-1,-1,-1,52,67,3,-1,285470
4868,8,355,mult,right,-1,-1,-1,-1,57,49,4,-1,286831
4868,8,3101,mult,right,1,8,8,1,74,56,5,-1,290939
4868,8,2275,add,left,11,19,30,1,57,70,6,-1,294220
4868,8,2117,add,left,4,24,28,1,56,67,7,-1,297343
4868,8,3340,mult,right,4,12,48,1,48,51,8,-1,301689
4892,5,4332,add,right,-1,-1,-1,-1,39,28,1,-2,371324
4892,5,1509,mult,left,-1,-1,-1,-1,56,33,2,-2,373868
4892,5,924,mult,left,-1,-1,-1,-1,55,49,3,-2,375835
4892,5,749,mult,left,-1,-1,-1,-1,59,42,4,-2,377620
4892,5,19180,mult,left,2,23,46,1,51,42,5,-2,397821
4892,8,1876,add,right,-1,-1,-1,-1,40,48,1,-1,403440
4892,8,546,add,right,-1,-1,-1,-1,31,37,2,-1,405031
4892,8,870,mult,left,-1,-1,-1,-1,30,46,3,-1,406945
4892,8,683,mult,left,-1,-1,-1,-1,46,28,4,-1,408659
4892,8,3536,mult,left,2,11,22,1,34,44,5,-1,413227
4892,8,5180,add,right,1,3,4,1,34,27,6,-1,419435
4892,8,21577,mult,left,12,21,252,1,50,51,7,-1,442044
4892,8,4182,add,right,1,5,6,1,31,62,8,-1,447261
1985,5,1565,mult,right,-1,-1,-1,-1,48,32,1,-2,303843
1985,5,575,mult,right,-1,-1,-1,-1,37,41,2,-2,305432
1985,5,466,add,left,-1,-1,-1,-1,41,44,3,-2,306910
1985,5,524,mult,right,-1,-1,-1,-1,50,55,4,-2,308443
1985,5,11277,-1,-1,6,17,114,0,50,38,5,-2,320730
1985,8,1390,mult,right,-1,-1,-1,-1,29,58,1,-1,325792
1985,8,407,mult,right,-1,-1,-1,-1,24,74,2,-1,327210
1985,8,345,add,left,-1,-1,-1,-1,34,53,3,-1,328567
1985,8,361,add,left,-1,-1,-1,-1,23,72,4,-1,329939
1985,8,15889,mult,right,16,22,352,1,48,56,5,-1,346838
1985,8,14500,-1,-1,23,23,8,0,25,59,6,-1,362351
1985,8,6467,mult,right,2,19,38,1,17,64,7,-1,369834
1985,8,29104,mult,right,12,19,228,1,29,58,8,-1,399949
2699,5,2203,add,right,-1,-1,-1,-1,46,37,1,-2,252998
2699,5,1435,mult,left,-1,-1,-1,-1,51,29,2,-2,255445
2699,5,547,add,right,-1,-1,-1,-1,45,49,3,-2,257000
2699,5,244,mult,left,-1,-1,-1,-1,45,28,4,-2,258258
2699,5,7484,add,right,3,3,6,1,60,35,5,-2,266754
2699,8,1602,add,right,-1,-1,-1,-1,46,43,1,-1,272582
2699,8,338,mult,left,-1,-1,-1,-1,38,45,2,-1,273929
2699,8,271,add,right,-1,-1,-1,-1,41,48,3,-1,275213
2699,8,2189,add,right,-1,-1,-1,-1,52,42,4,-1,278415
2699,8,8135,add,right,11,23,34,1,38,55,5,-1,287561
2699,8,2906,mult,left,4,5,20,1,41,38,6,-1,291480
2699,8,1971,mult,left,3,11,33,1,38,43,7,-1,294460
2699,8,1617,mult,left,1,6,6,1,35,45,8,-1,297090
4709,5,2616,mult,left,-1,-1,-1,-1,49,45,1,-2,627538
4709,5,675,mult,left,-1,-1,-1,-1,46,39,2,-2,629221
4709,5,643,add,right,-1,-1,-1,-1,51,42,3,-2,630875
4709,5,827,add,right,-1,-1,-1,-1,37,51,4,-2,632708
4709,5,11866,add,right,2,22,24,1,39,40,5,-2,645585
4709,8,2546,mult,left,-1,-1,-1,-1,59,37,1,-1,655539
4709,8,528,mult,left,-1,-1,-1,-1,42,53,2,-1,657079
4709,8,514,add,right,-1,-1,-1,-1,64,48,3,-1,658602
4709,8,467,mult,left,-1,-1,-1,-1,51,47,4,-1,660079
4709,8,25389,mult,left,6,18,108,1,55,25,5,-1,686479
4709,8,63904,-1,-1,19,19,190,0,35,27,6,-1,751394
4709,8,17133,add,right,7,12,19,1,48,47,7,-1,769535
4709,8,3151,add,right,1,15,16,1,53,40,8,-1,773696
1738,5,1813,mult,right,-1,-1,-1,-1,60,50,1,-2,237774
1738,5,567,add,left,-1,-1,-1,-1,66,43,2,-2,239348
1738,5,554,add,left,-1,-1,-1,-1,52,48,3,-2,240909
1738,5,621,mult,right,-1,-1,-1,-1,67,38,4,-2,242537
1738,5,4452,mult,right,2,20,40,1,74,44,5,-2,247997
1738,8,1219,mult,right,-1,-1,-1,-1,61,48,1,-1,252522
1738,8,695,add,left,-1,-1,-1,-1,57,69,2,-1,254224
1738,8,460,add,left,-1,-1,-1,-1,39,57,3,-1,255690
1738,8,319,mult,right,-1,-1,-1,-1,53,60,4,-1,257015
1738,8,8224,add,left,20,24,44,1,50,55,5,-1,266246
1738,8,2847,-1,-1,18,18,38,0,54,49,6,-1,270100
1738,8,3815,add,left,12,18,30,1,44,45,7,-1,274922
1738,8,7745,add,left,7,18,25,1,48,79,8,-1,283673
4728,5,698,add,left,-1,-1,-1,-1,72,52,1,-2,206718
4728,5,288,mult,right,-1,-1,-1,-1,54,52,2,-2,208012
4728,5,348,mult,right,-1,-1,-1,-1,58,54,3,-2,209371
4728,5,469,add,left,-1,-1,-1,-1,63,61,4,-2,210850
4728,5,2676,add,left,2,21,23,1,61,57,5,-2,214538
4728,8,1378,add,left,-1,-1,-1,-1,68,37,1,-1,218301
4728,8,492,add,left,-1,-1,-1,-1,81,30,2,-1,219803
4728,8,366,mult,right,-1,-1,-1,-1,63,35,3,-1,221176
4728,8,199,mult,right,-1,-1,-1,-1,81,46,4,-1,222381
4728,8,15833,mult,right,9,21,189,1,66,49,5,-1,239222
4728,8,10235,add,left,12,23,35,1,58,35,6,-1,250468
4728,8,8233,mult,right,8,16,128,1,66,43,7,-1,259713
4728,8,1844,mult,right,1,16,16,1,61,43,8,-1,262569
2239,5,2992,add,left,-1,-1,-1,-1,47,40,1,-2,1514495
2239,5,1849,mult,right,-1,-1,-1,-1,50,55,2,-2,1517359
2239,5,2903,mult,right,-1,-1,-1,-1,34,20,3,-2,1521278
2239,5,2330,mult,right,-1,-1,-1,-1,53,40,4,-2,1524628
2239,5,18367,mult,right,1,23,23,1,52,34,5,-2,1544012
2239,8,2661,add,left,-1,-1,-1,-1,33,77,1,-1,1551644
2239,8,891,mult,right,-1,-1,-1,-1,45,53,2,-1,1553548
2239,8,1047,mult,right,-1,-1,-1,-1,38,54,3,-1,1555612
2239,8,828,add,left,-1,-1,-1,-1,41,49,4,-1,1557452
2239,8,6041,add,left,2,5,7,1,49,63,5,-1,1564508
2239,8,4020,add,left,1,17,18,1,51,70,6,-1,1569534
2239,8,5892,add,left,3,18,21,1,32,67,7,-1,1576438
2239,8,3150,add,left,5,6,11,1,42,53,8,-1,1580596
4697,5,1475,mult,left,-1,-1,-1,-1,48,53,1,-2,115846
4697,5,317,mult,left,-1,-1,-1,-1,39,41,2,-2,117176
4697,5,154,add,right,-1,-1,-1,-1,43,40,3,-2,118341
4697,5,32,add,right,-1,-1,-1,-1,45,33,4,-2,119386
4697,5,4688,mult,left,1,13,13,1,54,42,5,-2,125087
4697,8,1026,mult,left,-1,-1,-1,-1,33,77,1,-1,128143
4697,8,167,mult,left,-1,-1,-1,-1,42,72,2,-1,129325
4697,8,87,add,right,-1,-1,-1,-1,28,66,3,-1,130427
4697,8,125,add,right,-1,-1,-1,-1,58,66,4,-1,131567
4697,8,2263,add,right,10,13,23,1,47,72,5,-1,134844
4697,8,7991,add,right,16,18,34,1,40,76,6,-1,143849
4697,8,3307,add,right,12,15,27,1,34,75,7,-1,148163
4697,8,3655,add,right,6,15,21,1,29,71,8,-1,152833
4140,5,5059,add,left,-1,-1,-1,-1,51,31,1,-2,372953
4140,5,1041,add,left,-1,-1,-1,-1,48,40,2,-2,375005
4140,5,1276,mult,right,-1,-1,-1,-1,56,35,3,-2,377293
4140,5,1055,add,left,-1,-1,-1,-1,45,46,4,-2,379356
4140,5,10671,mult,right,2,18,36,1,47,66,5,-2,391037
4140,8,1562,mult,right,-1,-1,-1,-1,36,58,1,-1,396882
4140,8,596,mult,right,-1,-1,-1,-1,21,60,2,-1,398487
4140,8,611,mult,right,-1,-1,-1,-1,34,54,3,-1,400108
4140,8,686,add,left,-1,-1,-1,-1,37,56,4,-1,401804
4140,8,7477,add,left,5,12,17,1,29,73,5,-1,410292
4140,8,4764,add,left,4,16,20,1,27,72,6,-1,416065
4140,8,9629,add,left,8,22,30,1,27,35,7,-1,426705
4140,8,6527,mult,right,10,22,220,1,27,63,8,-1,434240
4544,5,2559,mult,left,-1,-1,-1,-1,66,48,1,-2,343305
4544,5,519,add,right,-1,-1,-1,-1,61,33,2,-2,344836
4544,5,375,mult,left,-1,-1,-1,-1,84,22,3,-2,346223
4544,5,537,mult,left,-1,-1,-1,-1,68,30,4,-2,347769
4544,5,11796,-1,-1,12,24,366,0,57,31,5,-2,360574
4544,8,868,add,right,-1,-1,-1,-1,52,38,1,-1,364952
4544,8,397,add,right,-1,-1,-1,-1,45,44,2,-1,366358
4544,8,268,mult,left,-1,-1,-1,-1,37,55,3,-1,367632
4544,8,376,mult,left,-1,-1,-1,-1,52,39,4,-1,369019
4544,8,6653,add,right,14,23,37,1,35,51,5,-1,376680
4544,8,5302,-1,-1,17,21,28,0,28,53,6,-1,382993
4544,8,2661,mult,left,1,2,2,1,45,46,7,-1,386665
4544,8,3663,add,right,3,14,17,1,46,52,8,-1,391336
1329,5,2182,add,right,-1,-1,-1,-1,39,44,1,-2,369854
1329,5,1254,mult,left,-1,-1,-1,-1,35,32,2,-2,372134
1329,5,661,add,right,-1,-1,-1,-1,44,31,3,-2,373812
1329,5,2439,add,right,-1,-1,-1,-1,34,28,4,-2,377260
1329,5,14720,mult,left,10,11,110,1,43,41,5,-2,392998
1329,8,2877,add,right,-1,-1,-1,-1,47,36,1,-1,399762
1329,8,602,add,right,-1,-1,-1,-1,47,51,2,-1,401383
1329,8,556,mult,left,-1,-1,-1,-1,32,51,3,-1,402953
1329,8,474,mult,left,-1,-1,-1,-1,25,61,4,-1,404447
1329,8,26653,-1,-1,11,15,125,0,57,46,5,-1,432121
1329,8,20707,-1,-1,13,18,230,0,41,50,6,-1,453847
1329,8,13627,add,right,19,24,43,1,36,43,7,-1,468489
1329,8,15722,mult,left,2,17,34,1,40,60,8,-1,485224
4320,5,2625,mult,right,-1,-1,-1,-1,60,57,1,-2,165869
4320,5,943,add,left,-1,-1,-1,-1,54,58,2,-2,167821
4320,5,533,add,left,-1,-1,-1,-1,81,52,3,-2,169362
4320,5,482,add,left,-1,-1,-1,-1,51,57,4,-2,170851
4320,5,12290,mult,right,4,19,76,1,64,56,5,-2,184147
4320,8,1297,mult,right,-1,-1,-1,-1,27,45,1,-1,198569
4320,8,747,mult,right,-1,-1,-1,-1,34,61,2,-1,200329
4320,8,455,add,left,-1,-1,-1,-1,35,48,3,-1,201796
4320,8,348,add,left,-1,-1,-1,-1,56,46,4,-1,203155
4320,8,5711,add,left,5,21,26,1,34,51,5,-1,209876
4320,8,6664,mult,right,8,13,104,1,38,38,6,-1,217551
4320,8,1577,add,left,3,19,22,1,41,22,7,-1,220139
4320,8,4129,mult,right,6,18,108,1,32,53,8,-1,225277
4689,5,3659,mult,right,-1,-1,-1,-1,57,36,1,-2,346188
4689,5,1371,mult,right,-1,-1,-1,-1,66,37,2,-2,348571
4689,5,510,mult,right,-1,-1,-1,-1,55,46,3,-2,350108
4689,5,660,add,left,-1,-1,-1,-1,78,41,4,-2,351789
4689,5,10778,mult,right,10,21,210,1,66,31,5,-2,363578
4689,8,1814,add,left,-1,-1,-1,-1,54,56,1,-1,373224
4689,8,463,add,left,-1,-1,-1,-1,64,35,2,-1,374705
4689,8,458,add,left,-1,-1,-1,-1,52,42,3,-1,376189
4689,8,1642,mult,right,-1,-1,-1,-1,59,43,4,-1,378840
4689,8,23902,mult,right,23,23,529,1,49,32,5,-1,403766
4689,8,10601,mult,right,14,16,224,1,47,38,6,-1,415390
4689,8,12586,add,left,6,23,29,1,68,51,7,-1,428983
4689,8,2943,mult,right,1,16,16,1,65,48,8,-1,432939
1816,5,2333,mult,right,-1,-1,-1,-1,17,84,1,-2,395749
1816,5,891,mult,right,-1,-1,-1,-1,32,55,2,-2,397650
1816,5,490,add,left,-1,-1,-1,-1,26,66,3,-2,399152
1816,5,420,add,left,-1,-1,-1,-1,51,63,4,-2,400584
1816,5,37839,add,left,17,24,41,1,22,58,5,-2,439434
1816,8,1300,mult,right,-1,-1,-1,-1,46,53,1,-1,445279
1816,8,619,add,left,-1,-1,-1,-1,59,38,2,-1,446910
1816,8,825,add,left,-1,-1,-1,-1,60,17,3,-1,448744
1816,8,481,add,left,-1,-1,-1,-1,54,41,4,-1,450237
1816,8,19207,add,left,19,24,43,1,62,44,5,-1,470454
1816,8,12064,add,left,12,13,25,1,60,37,6,-1,483525
1816,8,5800,mult,right,3,20,60,1,67,61,7,-1,490337
