subid,horizon,choice_time,type,side,stim_1,stim_2,calculation,accuracy,mult_rew,add_rew,trial_nr,game_nr,time_elapsed
4012,5,1068,add,right,-1,-1,-1,-1,42,62,3,-2,244490
4012,5,825,mult,left,-1,-1,-1,-1,54,63,4,-2,246326
4012,5,9452,add,right,13,24,37,1,55,57,5,-2,256789
4012,8,1485,mult,left,-1,-1,-1,-1,36,51,1,-1,262133
4012,8,767,add,right,-1,-1,-1,-1,31,55,2,-1,263914
4012,8,535,mult,left,-1,-1,-1,-1,30,38,3,-1,265461
4012,8,448,add,right,-1,-1,-1,-1,39,40,4,-1,266921
4012,8,4243,add,right,6,20,26,1,37,56,5,-1,272175
4012,8,4969,add,right,8,23,31,1,41,50,6,-1,278154
4012,8,7184,mult,left,4,9,36,1,53,42,7,-1,286352
4012,8,2809,mult,left,4,15,60,1,37,52,8,-1,290176
2198,5,5185,add,left,-1,-1,-1,-1,51,48,1,-2,437270
2198,5,2141,add,left,-1,-1,-1,-1,40,48,2,-2,440422
2198,5,847,add,left,-1,-1,-1,-1,31,42,3,-2,442289
2198,5,781,mult,right,-1,-1,-1,-1,49,44,4,-2,444082
2198,5,26146,mult,right,21,21,441,1,38,39,5,-2,471244
2198,8,2550,add,left,-1,-1,-1,-1,37,51,1,-1,478964
2198,8,470,mult,right,-1,-1,-1,-1,32,52,2,-1,480453
2198,8,999,mult,right,-1,-1,-1,-1,30,76,3,-1,482465
2198,8,516,add,left,-1,-1,-1,-1,45,54,4,-1,483999
2198,8,4613,add,left,14,23,37,1,51,49,5,-1,489623
2198,8,1994,add,left,7,23,30,1,55,57,6,-1,492637
2198,8,1441,add,left,1,12,13,1,31,46,7,-1,495084
2198,8,1964,add,left,2,3,5,1,37,64,8,-1,498057
5791,5,964,add,right,-1,-1,-1,-1,52,46,1,-2,222982
5791,5,440,add,right,-1,-1,-1,-1,43,41,2,-2,224432
5791,5,543,mult,left,-1,-1,-1,-1,61,50,3,-2,225984
5791,5,624,mult,left,-1,-1,-1,-1,37,40,4,-2,227621
5791,5,13444,add,right,1,18,19,1,59,12,5,-2,242081
5791,8,1026,add,right,-1,-1,-1,-1,57,30,1,-1,246711
5791,8,426,add,right,-1,-1,-1,-1,52,39,2,-1,248150
5791,8,413,mult,left,-1,-1,-1,-1,59,45,3,-1,249573
5791,8,384,add,right,-1,-1,-1,-1,56,33,4,-1,250967
5791,8,4952,-1,-1,3,23,6,0,55,42,5,-1,256930
5791,8,1969,add,right,1,3,4,1,58,50,6,-1,259909
5791,8,1917,mult,left,2,3,6,1,67,35,7,-1,262839
5791,8,1434,add,right,6,12,18,1,57,47,8,-1,265284
4289,5,646,add,left,-1,-1,-1,-1,46,57,1,-2,136843
4289,5,619,mult,right,-1,-1,-1,-1,48,36,2,-2,138473
4289,5,478,mult,right,-1,-1,-1,-1,49,56,3,-2,139964
4289,5,497,add,left,-1,-1,-1,-1,56,55,4,-2,141470
4289,5,6408,add,left,3,9,12,1,48,38,5,-2,148888
4289,8,1131,mult,right,-1,-1,-1,-1,43,41,1,-1,152350
4289,8,369,mult,right,-1,-1,-1,-1,36,40,2,-1,153729
4289,8,549,add,left,-1,-1,-1,-1,40,52,3,-1,155288
4289,8,270,add,left,-1,-1,-1,-1,52,32,4,-1,156570
4289,8,7095,add,left,17,24,41,1,41,41,5,-1,164678
4289,8,2551,add,left,10,22,32,1,47,37,6,-1,168243
4289,8,3117,-1,-1,9,24,23,0,40,40,7,-1,172371
4289,8,2062,add,left,18,23,41,1,48,53,8,-1,175446
4610,5,11328,add,right,-1,-1,-1,-1,30,55,1,-2,287105
4610,5,2630,mult,left,-1,-1,-1,-1,54,40,2,-2,290751
4610,5,1024,add,right,-1,-1,-1,-1,57,57,3,-2,292789
4610,5,622,mult,left,-1,-1,-1,-1,41,55,4,-2,294426
4610,5,14455,add,right,4,7,11,1,41,56,5,-2,309896
4610,8,1948,add,right,-1,-1,-1,-1,44,70,1,-1,315956
4610,8,753,mult,left,-1,-1,-1,-1,21,59,2,-1,317728
4610,8,420,add,right,-1,-1,-1,-1,40,71,3,-1,319168
4610,8,541,add,right,-1,-1,-1,-1,26,63,4,-1,320728
4610,8,15148,mult,left,6,14,84,1,47,48,5,-1,336891
4610,8,9394,add,right,13,19,32,1,42,59,6,-1,347302
4610,8,3649,add,right,2,24,26,1,37,70,7,-1,351969
4610,8,6824,add,right,13,22,35,1,52,63,8,-1,359813
1594,5,3790,add,left,-1,-1,-1,-1,43,46,1,-2,309611
1594,5,2400,mult,right,-1,-1,-1,-1,48,38,2,-2,313023
1594,5,665,add,left,-1,-1,-1,-1,36,43,3,-2,314697
1594,5,491,mult,right,-1,-1,-1,-1,35,27,4,-2,316200
1594,5,9325,mult,right,4,8,32,1,30,37,5,-2,326537
1594,8,1423,add,left,-1,-1,-1,-1,51,41,1,-1,333510
1594,8,336,mult,right,-1,-1,-1,-1,49,35,2,-1,334856
1594,8,407,mult,right,-1,-1,-1,-1,51,34,3,-1,336273
1594,8,346,add,left,-1,-1,-1,-1,47,28,4,-1,337632
1594,8,4152,add,left,21,21,42,1,45,43,5,-1,342797
1594,8,2334,mult,right,1,3,3,1,61,36,6,-1,346147
1594,8,2832,add,left,22,24,46,1,41,51,7,-1,349989
1594,8,5858,mult,right,4,18,72,1,57,35,8,-1,356857
4149,5,1105,mult,right,-1,-1,-1,-1,47,44,1,-2,271061
4149,5,531,add,left,-1,-1,-1,-1,30,47,2,-2,272598
4149,5,432,mult,right,-1,-1,-1,-1,44,40,3,-2,274035
4149,5,415,add,left,-1,-1,-1,-1,69,52,4,-2,275456
4149,5,11716,add,left,7,20,27,1,48,31,5,-2,288179
4149,8,969,mult,right,-1,-1,-1,-1,15,55,1,-1,296378
4149,8,424,add,left,-1,-1,-1,-1,46,49,2,-1,297806
4149,8,455,add,left,-1,-1,-1,-1,43,44,3,-1,299268
4149,8,656,mult,right,-1,-1,-1,-1,42,51,4,-1,300929
4149,8,7168,add,left,3,14,17,1,37,30,5,-1,309102
4149,8,5826,mult,right,3,5,15,1,35,46,6,-1,315934
4149,8,7366,add,left,11,14,25,1,55,28,7,-1,324307
4149,8,6423,add,left,11,23,34,1,44,35,8,-1,331736
5794,5,3812,mult,left,-1,-1,-1,-1,64,31,1,-2,246573
5794,5,510,mult,left,-1,-1,-1,-1,81,37,2,-2,248089
5794,5,607,add,right,-1,-1,-1,-1,65,42,3,-2,249710
5794,5,409,add,right,-1,-1,-1,-1,69,35,4,-2,251132
5794,5,2616,add,right,1,18,19,1,86,20,5,-2,254758
5794,8,1228,mult,left,-1,-1,-1,-1,89,34,1,-1,261106
5794,8,417,add,right,-1,-1,-1,-1,60,39,2,-1,262534
5794,8,349,add,right,-1,-1,-1,-1,62,24,3,-1,263897
5794,8,471,add,right,-1,-1,-1,-1,78,35,4,-1,265378
5794,8,3187,mult,left,1,17,17,1,73,47,5,-1,269577
5794,8,1555,-1,-1,2,24,4,0,75,37,6,-1,272146
5794,8,1738,add,right,6,22,28,1,84,41,7,-1,274897
5794,8,2790,mult,left,13,13,169,1,79,30,8,-1,278699
5601,5,1174,add,right,-1,-1,-1,-1,48,48,1,-2,6193001
5601,5,654,add,right,-1,-1,-1,-1,31,42,2,-2,6194666
5601,5,853,add,right,-1,-1,-1,-1,43,50,3,-2,6196532
5601,5,785,mult,left,-1,-1,-1,-1,54,49,4,-2,6198328
5601,5,9224,add,right,13,13,26,1,43,43,5,-2,6208569
5601,8,809,add,right,-1,-1,-1,-1,57,66,1,-1,6214482
5601,8,417,add,right,-1,-1,-1,-1,44,56,2,-1,6215915
5601,8,375,add,right,-1,-1,-1,-1,38,50,3,-1,6217304
5601,8,596,mult,left,-1,-1,-1,-1,68,51,4,-1,6218916
5601,8,3207,mult,left,2,14,28,1,42,70,5,-1,6223140
5601,8,2422,mult,left,1,7,7,1,43,65,6,-1,6226577
5601,8,3511,add,right,10,16,26,1,36,61,7,-1,6231105
5601,8,1865,add,right,2,23,25,1,52,41,8,-1,6233982
5279,5,2237,add,right,-1,-1,-1,-1,48,47,1,-2,301554
5279,5,1089,add,right,-1,-1,-1,-1,31,33,2,-2,303654
5279,5,1006,mult,left,-1,-1,-1,-1,37,40,3,-2,305670
5279,5,873,add,right,-1,-1,-1,-1,35,56,4,-2,307553
5279,5,19446,mult,left,14,21,294,1,39,35,5,-2,328011
5279,8,1385,add,right,-1,-1,-1,-1,37,56,1,-1,335083
5279,8,506,add,right,-1,-1,-1,-1,35,72,2,-1,336603
5279,8,408,add,right,-1,-1,-1,-1,32,62,3,-1,338022
5279,8,1048,mult,left,-1,-1,-1,-1,31,65,4,-1,340085
5279,8,17063,mult,left,11,22,242,1,40,72,5,-1,358160
5279,8,8317,add,right,7,21,28,1,36,67,6,-1,367493
5279,8,11892,add,right,18,23,41,1,43,69,7,-1,380399
5279,8,8960,mult,left,8,19,152,1,42,69,8,-1,390373
5759,5,4053,add,right,-1,-1,-1,-1,54,41,1,-2,348424
5759,5,1220,mult,left,-1,-1,-1,-1,40,40,2,-2,350660
5759,5,710,add,right,-1,-1,-1,-1,50,28,3,-2,352384
5759,5,550,mult,left,-1,-1,-1,-1,54,39,4,-2,353948
5759,5,16325,mult,left,3,12,36,1,47,43,5,-2,371288
5759,8,1317,mult,left,-1,-1,-1,-1,63,41,1,-1,377332
5759,8,525,add,right,-1,-1,-1,-1,61,42,2,-1,378870
5759,8,506,mult,left,-1,-1,-1,-1,62,39,3,-1,380390
5759,8,526,add,right,-1,-1,-1,-1,55,38,4,-1,381927
5759,8,11065,add,right,3,17,20,1,56,53,5,-1,394009
5759,8,34451,mult,left,14,17,238,1,52,29,6,-1,429475
5759,8,2990,mult,left,1,17,17,1,41,28,7,-1,433479
5759,8,2660,add,right,1,6,7,1,61,51,8,-1,437154
5795,5,1818,mult,left,-1,-1,-1,-1,73,33,1,-2,200393
5795,5,59,mult,left,-1,-1,-1,-1,73,30,2,-2,201461
5795,5,566,add,right,-1,-1,-1,-1,71,37,3,-2,203033
5795,5,470,mult,left,-1,-1,-1,-1,64,36,4,-2,204515
5795,5,15566,mult,left,8,19,152,1,61,47,5,-2,221090
5795,8,1347,add,right,-1,-1,-1,-1,47,37,1,-1,226583
5795,8,450,mult,left,-1,-1,-1,-1,30,37,2,-1,228045
5795,8,411,add,right,-1,-1,-1,-1,46,29,3,-1,229464
5795,8,520,mult,left,-1,-1,-1,-1,30,31,4,-1,230994
5795,8,8397,mult,left,5,13,65,1,43,35,5,-1,240402
5795,8,4693,mult,left,7,7,49,1,48,22,6,-1,246103
5795,8,5913,add,right,20,21,41,1,45,35,7,-1,253025
5795,8,5258,mult,left,9,10,90,1,43,42,8,-1,259297
3428,5,2629,mult,left,-1,-1,-1,-1,42,45,1,-2,414076
3428,5,1101,mult,left,-1,-1,-1,-1,49,30,2,-2,416200
3428,5,779,add,right,-1,-1,-1,-1,45,50,3,-2,418007
3428,5,615,mult,left,-1,-1,-1,-1,44,37,4,-2,419656
3428,5,3603,mult,left,6,11,66,1,50,36,5,-2,424289
3428,8,1989,mult,left,-1,-1,-1,-1,43,52,1,-1,432280
3428,8,413,add,right,-1,-1,-1,-1,28,26,2,-1,433729
3428,8,403,add,right,-1,-1,-1,-1,35,59,3,-1,435155
3428,8,428,add,right,-1,-1,-1,-1,28,54,4,-1,436624
3428,8,2447,mult,left,10,15,150,1,45,57,5,-1,440109
3428,8,8307,mult,left,3,5,15,1,37,47,6,-1,449449
3428,8,3408,add,right,6,9,15,1,32,48,7,-1,453885
3428,8,10574,mult,left,14,20,280,1,43,50,8,-1,465499
5488,5,1510,add,left,-1,-1,-1,-1,41,54,1,-2,59983
5488,5,302,mult,right,-1,-1,-1,-1,35,46,2,-2,61302
5488,5,656,mult,right,-1,-1,-1,-1,33,61,3,-2,62975
5488,5,338,add,left,-1,-1,-1,-1,44,54,4,-2,64321
5488,5,23564,-1,-1,5,19,19,0,23,57,5,-2,88906
5488,8,1131,mult,right,-1,-1,-1,-1,75,58,1,-1,100955
5488,8,276,add,left,-1,-1,-1,-1,60,63,2,-1,102242
5488,8,438,add,left,-1,-1,-1,-1,51,63,3,-1,103694
5488,8,311,mult,right,-1,-1,-1,-1,48,55,4,-1,105024
5488,8,4009,-1,-1,6,9,4,0,53,51,5,-1,110055
5488,8,531,-1,-1,3,7,5,0,59,47,6,-1,111604
5488,8,450,-1,-1,3,16,6,0,67,37,7,-1,113062
5488,8,1721,-1,-1,3,19,3,0,67,64,8,-1,115797
5272,5,4505,mult,right,-1,-1,-1,-1,60,27,1,-2,584920
5272,5,2383,mult,right,-1,-1,-1,-1,41,38,2,-2,588310
5272,5,2925,mult,right,-1,-1,-1,-1,41,47,3,-2,592242
5272,5,1728,add,left,-1,-1,-1,-1,36,47,4,-2,594978
5272,5,11891,add,left,18,20,38,1,40,41,5,-2,607877
5272,8,1598,add,left,-1,-1,-1,-1,46,51,1,-1,614109
5272,8,1260,add,left,-1,-1,-1,-1,36,62,2,-1,616376
5272,8,2966,mult,right,-1,-1,-1,-1,41,58,3,-1,620349
5272,8,1145,mult,right,-1,-1,-1,-1,41,51,4,-1,622502
5272,8,6103,add,left,3,20,23,1,49,69,5,-1,629612
5272,8,12929,add,left,9,19,28,1,37,66,6,-1,643551
5272,8,3706,mult,right,2,9,18,1,28,73,7,-1,648266
5272,8,11333,add,left,12,24,36,1,19,47,8,-1,660606
5847,5,1335,add,left,-1,-1,-1,-1,52,33,1,-2,411877
5847,5,754,mult,right,-1,-1,-1,-1,44,44,2,-2,413646
5847,5,598,add,left,-1,-1,-1,-1,49,44,3,-2,415257
5847,5,754,mult,right,-1,-1,-1,-1,55,25,4,-2,417038
5847,5,2736,mult,right,3,3,9,1,60,42,5,-2,420789
5847,8,1169,add,left,-1,-1,-1,-1,63,38,1,-1,425443
5847,8,1267,add,left,-1,-1,-1,-1,64,31,2,-1,427721
5847,8,721,mult,right,-1,-1,-1,-1,57,41,3,-1,429457
5847,8,776,add,left,-1,-1,-1,-1,60,45,4,-1,431255
5847,8,2603,mult,right,1,19,19,1,58,35,5,-1,434875
5847,8,6157,mult,right,12,15,180,1,45,42,6,-1,442054
5847,8,22581,mult,right,9,19,171,1,58,17,7,-1,465648
5847,8,2466,mult,right,10,15,150,1,68,47,8,-1,469129
5857,5,3582,mult,right,-1,-1,-1,-1,65,32,1,-2,580705
5857,5,1301,add,left,-1,-1,-1,-1,73,38,2,-2,583018
5857,5,637,mult,right,-1,-1,-1,-1,72,46,3,-2,584664
5857,5,1036,mult,right,-1,-1,-1,-1,66,43,4,-2,586712
5857,5,89404,mult,right,18,24,432,1,82,42,5,-2,677128
5857,8,1236,add,left,-1,-1,-1,-1,28,65,1,-1,683862
5857,8,531,mult,right,-1,-1,-1,-1,36,56,2,-1,685406
5857,8,458,mult,right,-1,-1,-1,-1,44,60,3,-1,686875
5857,8,583,add,left,-1,-1,-1,-1,35,72,4,-1,688471
5857,8,20982,mult,right,10,10,100,1,27,63,5,-1,710462
5857,8,36139,mult,right,6,17,102,1,38,54,6,-1,747615
5857,8,4564,mult,right,2,11,22,1,34,46,7,-1,753193
5857,8,-11329,add,left,1,23,24,1,37,59,8,-1,742877
3931,5,8607,add,left,-1,-1,-1,-1,33,48,1,-2,436496
3931,5,2277,mult,right,-1,-1,-1,-1,30,46,2,-2,439787
3931,5,801,mult,right,-1,-1,-1,-1,52,44,3,-2,441601
3931,5,674,mult,right,-1,-1,-1,-1,42,33,4,-2,443287
3931,5,5900,add,left,1,14,15,1,38,35,5,-2,450201
3931,8,1583,add,left,-1,-1,-1,-1,34,63,1,-1,483875
3931,8,693,mult,right,-1,-1,-1,-1,38,58,2,-1,485583
3931,8,1267,mult,right,-1,-1,-1,-1,42,57,3,-1,487860
3931,8,549,add,left,-1,-1,-1,-1,33,66,4,-1,489422
3931,8,3133,add,left,4,7,11,1,61,56,5,-1,493565
3931,8,4297,add,left,1,2,3,1,59,68,6,-1,498873
3931,8,3227,add,left,16,18,34,1,39,58,7,-1,503114
3931,8,2336,mult,right,1,11,11,1,57,65,8,-1,506460
329,5,1732,add,left,-1,-1,-1,-1,30,69,1,-2,204078
329,5,551,add,left,-1,-1,-1,-1,30,69,2,-2,205653
329,5,482,mult,right,-1,-1,-1,-1,17,59,3,-2,207176
329,5,563,add,left,-1,-1,-1,-1,20,81,4,-2,208765
329,5,10216,mult,right,1,16,16,1,37,65,5,-2,220009
329,8,1637,mult,right,-1,-1,-1,-1,45,57,1,-1,224825
329,8,2129,add,left,-1,-1,-1,-1,53,41,2,-1,227993
329,8,350,add,left,-1,-1,-1,-1,40,47,3,-1,229375
329,8,879,mult,right,-1,-1,-1,-1,53,41,4,-1,231281
329,8,7741,mult,right,3,23,69,1,58,61,5,-1,240044
329,8,1749,mult,right,10,14,140,1,41,61,6,-1,242828
329,8,3995,add,left,14,18,32,1,52,58,7,-1,247850
329,8,1718,-1,-1,14,15,38,0,34,55,8,-1,250605
5176,5,1842,add,right,-1,-1,-1,-1,33,58,1,-2,405653
5176,5,765,mult,left,-1,-1,-1,-1,49,58,2,-2,407429
5176,5,578,mult,left,-1,-1,-1,-1,33,59,3,-2,409018
5176,5,564,add,right,-1,-1,-1,-1,26,45,4,-2,410591
5176,5,9147,mult,left,2,13,26,1,43,41,5,-2,420746
5176,8,1060,mult,left,-1,-1,-1,-1,22,66,1,-1,428314
5176,8,435,add,right,-1,-1,-1,-1,20,63,2,-1,429759
5176,8,340,mult,left,-1,-1,-1,-1,32,47,3,-1,431114
5176,8,534,mult,left,-1,-1,-1,-1,18,50,4,-1,432661
5176,8,2334,add,right,7,23,30,1,34,71,5,-1,436004
5176,8,10553,add,right,17,24,41,1,40,66,6,-1,447567
5176,8,1883,add,right,12,16,28,1,35,63,7,-1,450463
5176,8,9644,add,right,16,20,36,1,22,51,8,-1,461119
5237,5,3718,mult,right,-1,-1,-1,-1,29,65,1,-2,237051
5237,5,1587,mult,right,-1,-1,-1,-1,48,64,2,-2,239678
5237,5,2373,mult,right,-1,-1,-1,-1,34,84,3,-2,243074
5237,5,1067,add,left,-1,-1,-1,-1,32,75,4,-2,245177
5237,5,11616,mult,right,2,17,34,1,46,79,5,-2,257831
5237,8,841,mult,right,-1,-1,-1,-1,60,44,1,-1,261753
5237,8,427,add,left,-1,-1,-1,-1,51,51,2,-1,263213
5237,8,465,add,left,-1,-1,-1,-1,61,34,3,-1,264705
5237,8,604,add,left,-1,-1,-1,-1,55,44,4,-1,266341
5237,8,10807,add,left,12,17,29,1,43,54,5,-1,278182
5237,8,5538,add,left,8,11,19,1,67,24,6,-1,284757
5237,8,3787,mult,right,3,13,39,1,64,31,7,-1,289575
5237,8,8070,mult,right,9,21,189,1,70,39,8,-1,298658
5001,5,2042,mult,left,-1,-1,-1,-1,58,32,1,-2,192750
5001,5,465,mult,left,-1,-1,-1,-1,53,34,2,-2,194223
5001,5,495,mult,left,-1,-1,-1,-1,50,46,3,-2,195725
5001,5,1081,add,right,-1,-1,-1,-1,61,26,4,-2,197812
5001,5,3917,mult,left,3,8,24,1,53,37,5,-2,202736
5001,8,2937,mult,left,-1,-1,-1,-1,42,44,1,-1,207588
5001,8,1092,add,right,-1,-1,-1,-1,55,52,2,-1,209687
5001,8,373,mult,left,-1,-1,-1,-1,70,42,3,-1,211067
5001,8,331,add,right,-1,-1,-1,-1,42,53,4,-1,212405
5001,8,8541,mult,left,8,22,176,1,64,42,5,-1,221953
5001,8,6315,-1,-1,12,21,8,0,45,34,6,-1,229275
5001,8,3293,mult,left,7,8,56,1,42,50,7,-1,233576
5001,8,5873,mult,left,7,18,126,1,54,53,8,-1,240456
5821,5,1515,add,left,-1,-1,-1,-1,55,58,1,-2,435667
5821,5,586,add,left,-1,-1,-1,-1,41,51,2,-2,437267
5821,5,614,mult,right,-1,-1,-1,-1,45,78,3,-2,438891
5821,5,365,mult,right,-1,-1,-1,-1,59,70,4,-2,440267
5821,5,11406,add,left,12,24,36,1,64,65,5,-2,452684
5821,8,1024,add,left,-1,-1,-1,-1,54,63,1,-1,457154
5821,8,374,add,left,-1,-1,-1,-1,57,62,2,-1,458566
5821,8,369,mult,right,-1,-1,-1,-1,50,72,3,-1,459958
5821,8,362,mult,right,-1,-1,-1,-1,43,70,4,-1,461360
5821,8,6280,add,left,6,15,21,1,57,53,5,-1,468682
5821,8,5985,mult,right,4,24,96,1,43,77,6,-1,475701
5821,8,7827,add,left,15,23,38,1,40,60,7,-1,484559
5821,8,2830,add,left,7,13,20,1,37,72,8,-1,488430
279,5,2117,add,left,-1,-1,-1,-1,34,38,1,-2,229767
279,5,918,add,left,-1,-1,-1,-1,43,58,2,-2,231722
279,5,827,mult,right,-1,-1,-1,-1,34,50,3,-2,233587
279,5,707,mult,right,-1,-1,-1,-1,46,44,4,-2,235330
279,5,9135,mult,right,12,18,216,1,51,46,5,-2,245503
279,8,1244,add,left,-1,-1,-1,-1,41,57,1,-1,258541
279,8,374,mult,right,-1,-1,-1,-1,33,68,2,-1,259944
279,8,1546,mult,right,-1,-1,-1,-1,28,81,3,-1,262525
279,8,439,mult,right,-1,-1,-1,-1,41,73,4,-1,263994
279,8,18124,mult,right,7,15,105,1,47,72,5,-1,283156
279,8,3796,mult,right,20,20,400,1,40,63,6,-1,287988
279,8,6993,add,left,3,14,17,1,36,76,7,-1,296022
279,8,4295,add,left,1,13,14,1,43,65,8,-1,301358
5832,5,3158,add,right,-1,-1,-1,-1,49,59,1,-2,262408
5832,5,1196,add,right,-1,-1,-1,-1,55,60,2,-2,264622
5832,5,929,mult,left,-1,-1,-1,-1,66,57,3,-2,266565
5832,5,574,mult,left,-1,-1,-1,-1,53,44,4,-2,268164
5832,5,16924,mult,left,10,18,180,1,50,59,5,-2,286112
5832,8,1695,mult,left,-1,-1,-1,-1,42,61,1,-1,292499
5832,8,467,add,right,-1,-1,-1,-1,45,71,2,-1,293987
5832,8,403,mult,left,-1,-1,-1,-1,52,61,3,-1,295405
5832,8,431,mult,left,-1,-1,-1,-1,54,56,4,-1,296858
5832,8,8021,add,right,7,15,22,1,55,60,5,-1,305901
5832,8,2803,mult,left,9,9,81,1,27,62,6,-1,309718
5832,8,5213,add,right,5,23,28,1,35,64,7,-1,315951
5832,8,2825,add,right,3,14,17,1,40,44,8,-1,319789
2460,5,3024,add,left,-1,-1,-1,-1,61,34,1,-2,273769
2460,5,688,mult,right,-1,-1,-1,-1,49,25,2,-2,275464
2460,5,529,add,left,-1,-1,-1,-1,55,32,3,-2,277001
2460,5,544,mult,right,-1,-1,-1,-1,53,52,4,-2,278553
2460,5,9734,add,left,16,23,39,1,54,40,5,-2,289294
2460,8,1329,add,left,-1,-1,-1,-1,48,37,1,-1,295487
2460,8,517,mult,right,-1,-1,-1,-1,44,41,2,-1,297012
2460,8,362,mult,right,-1,-1,-1,-1,30,63,3,-1,298382
2460,8,460,add,left,-1,-1,-1,-1,38,35,4,-1,299849
2460,8,3467,mult,right,2,13,26,1,37,45,5,-1,304324
2460,8,5313,add,left,4,22,26,1,25,47,6,-1,310644
2460,8,3114,add,left,7,21,28,1,30,43,7,-1,314765
2460,8,4690,add,left,14,15,29,1,39,42,8,-1,320463
4977,5,5476,add,right,-1,-1,-1,-1,41,63,1,-2,292151
4977,5,542,mult,left,-1,-1,-1,-1,40,72,2,-2,293704
4977,5,469,add,right,-1,-1,-1,-1,45,60,3,-2,295183
4977,5,793,mult,left,-1,-1,-1,-1,47,45,4,-2,296984
4977,5,12746,mult,left,14,20,280,1,53,53,5,-2,310742
4977,8,2665,add,right,-1,-1,-1,-1,56,53,1,-1,316558
4977,8,352,mult,left,-1,-1,-1,-1,62,76,2,-1,317921
4977,8,398,add,right,-1,-1,-1,-1,54,70,3,-1,319333
4977,8,412,add,right,-1,-1,-1,-1,35,54,4,-1,320753
4977,8,4776,add,right,1,18,19,1,43,68,5,-1,326541
4977,8,5804,mult,left,4,18,72,1,49,55,6,-1,333357
4977,8,7734,add,right,18,23,41,1,39,46,7,-1,342103
4977,8,3094,-1,-1,8,20,60,0,52,74,8,-1,346210
5793,5,2229,add,left,-1,-1,-1,-1,58,39,1,-2,277128
5793,5,712,mult,right,-1,-1,-1,-1,42,57,2,-2,278854
5793,5,696,mult,right,-1,-1,-1,-1,44,38,3,-2,280559
5793,5,513,mult,right,-1,-1,-1,-1,38,49,4,-2,282085
5793,5,12092,add,left,14,24,38,1,42,54,5,-2,295189
5793,8,1689,mult,right,-1,-1,-1,-1,62,35,1,-1,300029
