subid,stim_1,stim_2,type,calculation,accuracy,block,trial_nr
2852,14,13,mult,182,1,3,3
2852,19,6,mult,114,1,3,4
2852,7,16,mult,112,1,3,5
2852,13,21,add,34,1,3,6
2852,5,14,add,19,1,3,7
2852,15,2,mult,30,1,3,8
2852,23,19,mult,437,1,3,9
2852,10,7,mult,70,1,3,10
800,15,2,mult,30,1,3,1
800,7,16,mult,40,0,3,2
800,7,14,mult,98,1,3,3
800,14,13,mult,112,0,3,4
800,21,8,mult,148,0,3,5
800,19,6,mult,114,1,3,6
800,10,7,mult,70,1,3,7
800,23,19,mult,227,0,3,8
800,5,14,add,19,1,3,9
800,13,21,add,24,0,3,10
5612,21,8,mult,168,1,3,1
5612,19,6,mult,114,1,3,2
5612,14,13,mult,112,0,3,3
5612,15,2,mult,30,1,3,4
5612,10,7,mult,70,1,3,5
5612,13,21,add,34,1,3,6
5612,7,16,mult,114,0,3,7
5612,5,14,add,19,1,3,8
5612,7,14,mult,98,1,3,9
5612,23,19,mult,437,1,3,10
4395,7,16,mult,112,1,3,1
4395,15,2,mult,30,1,3,2
4395,19,6,mult,114,1,3,3
4395,23,19,mult,437,1,3,4
4395,21,8,mult,168,1,3,5
4395,5,14,add,19,1,3,6
4395,14,13,mult,182,1,3,7
4395,13,21,add,34,1,3,8
4395,10,7,mult,70,1,3,9
4395,7,14,mult,98,1,3,10
5641,19,6,mult,104,0,3,1
5641,7,14,mult,98,1,3,2
5641,13,21,add,34,1,3,3
5641,14,13,mult,172,0,3,4
5641,5,14,add,19,1,3,5
5641,23,19,mult,437,1,3,6
5641,15,2,mult,30,1,3,7
5641,21,8,mult,168,1,3,8
5641,10,7,mult,70,1,3,9
5641,7,16,mult,112,1,3,10
2906,15,2,mult,30,1,3,1
2906,10,7,mult,70,1,3,2
2906,7,14,mult,98,1,3,3
2906,19,6,mult,100,0,3,4
2906,7,16,mult,112,1,3,5
2906,14,13,mult,182,1,3,6
2906,5,14,add,19,1,3,7
2906,13,21,add,34,1,3,8
2906,23,19,mult,437,1,3,9
2906,21,8,mult,168,1,3,10
441,7,14,mult,98,1,3,1
441,7,16,mult,112,1,3,2
441,5,14,add,19,1,3,3
441,14,13,mult,182,1,3,4
441,21,8,mult,168,1,3,5
441,13,21,add,34,1,3,6
441,19,6,mult,114,1,3,7
441,10,7,mult,70,1,3,8
441,23,19,mult,437,1,3,9
441,15,2,mult,30,1,3,10
3635,7,14,mult,98,1,3,1
3635,19,6,mult,114,1,3,2
3635,10,7,mult,70,1,3,3
3635,7,16,mult,112,1,3,4
3635,15,2,mult,30,1,3,5
3635,13,21,add,34,1,3,6
3635,23,19,mult,230,0,3,7
3635,5,14,add,19,1,3,8
3635,14,13,mult,182,1,3,9
3635,21,8,mult,162,0,3,10
5719,10,7,mult,70,1,3,1
5719,23,19,mult,437,1,3,2
5719,7,16,mult,112,1,3,3
5719,5,14,add,19,1,3,4
5719,15,2,mult,30,1,3,5
5719,19,6,mult,114,1,3,6
5719,7,14,mult,98,1,3,7
5719,13,21,add,34,1,3,8
5719,21,8,mult,168,1,3,9
5719,14,13,mult,182,1,3,10
5587,5,14,add,19,1,3,1
5587,7,14,mult,98,1,3,2
5587,21,8,mult,168,1,3,3
5587,10,7,mult,70,1,3,4
5587,19,6,mult,114,1,3,5
5587,13,21,add,34,1,3,6
5587,14,13,mult,172,0,3,7
5587,7,16,mult,126,0,3,8
5587,23,19,mult,437,1,3,9
5587,15,2,mult,30,1,3,10
4490,21,8,mult,168,1,3,1
4490,13,21,add,34,1,3,2
4490,7,14,mult,98,1,3,3
4490,14,13,mult,142,0,3,4
4490,10,7,mult,70,1,3,5
4490,23,19,mult,437,1,3,6
4490,19,6,mult,114,1,3,7
4490,7,16,mult,112,1,3,8
4490,15,2,mult,30,1,3,9
4490,5,14,add,19,1,3,10
5152,10,7,mult,70,1,3,1
5152,23,19,mult,437,1,3,2
5152,7,16,mult,112,1,3,3
5152,7,14,mult,98,1,3,4
5152,21,8,mult,168,1,3,5
5152,13,21,add,34,1,3,6
5152,14,13,mult,182,1,3,7
5152,5,14,add,19,1,3,8
5152,19,6,mult,114,1,3,9
5152,15,2,mult,30,1,3,10
4761,14,13,mult,182,1,3,1
4761,19,6,mult,114,1,3,2
4761,7,14,mult,98,1,3,3
4761,15,2,mult,30,1,3,4
4761,23,19,mult,437,1,3,5
4761,7,16,mult,112,1,3,6
4761,21,8,mult,168,1,3,7
4761,5,14,add,19,1,3,8
4761,10,7,mult,70,1,3,9
4761,13,21,add,34,1,3,10
5645,23,19,mult,407,0,3,1
5645,15,2,mult,30,1,3,2
5645,7,14,mult,98,1,3,3
5645,21,8,mult,168,1,3,4
5645,14,13,mult,130,0,3,5
5645,5,14,add,19,1,3,6
5645,10,7,mult,70,1,3,7
5645,19,6,mult,114,1,3,8
5645,13,21,add,34,1,3,9
5645,7,16,mult,112,1,3,10
5021,5,14,add,19,1,3,1
5021,21,8,mult,168,1,3,2
5021,23,19,mult,437,1,3,3
5021,7,14,mult,98,1,3,4
5021,19,6,mult,94,0,3,5
5021,10,7,mult,70,1,3,6
5021,14,13,mult,192,0,3,7
5021,13,21,add,34,1,3,8
5021,7,16,mult,112,1,3,9
5021,15,2,mult,30,1,3,10
4013,14,13,mult,182,1,3,1
4013,21,8,mult,168,1,3,2
4013,15,2,mult,30,1,3,3
4013,7,16,mult,112,1,3,4
4013,7,14,mult,108,0,3,5
4013,19,6,mult,114,1,3,6
4013,23,19,mult,437,1,3,7
4013,5,14,add,19,1,3,8
4013,13,21,add,3,0,3,9
4013,10,7,mult,70,1,3,10
2952,14,13,mult,182,1,3,1
2952,15,2,mult,30,1,3,2
2952,5,14,add,19,1,3,3
2952,7,14,mult,98,1,3,4
2952,13,21,add,34,1,3,5
2952,21,8,mult,168,1,3,6
2952,10,7,mult,70,1,3,7
2952,7,16,mult,112,1,3,8
2952,23,19,mult,437,1,3,9
2952,19,6,mult,114,1,3,10
3859,14,13,mult,182,1,3,1
3859,21,8,mult,168,1,3,2
3859,13,21,add,54,0,3,3
3859,15,2,mult,30,1,3,4
3859,5,14,add,19,1,3,5
3859,23,19,mult,437,1,3,6
3859,19,6,mult,114,1,3,7
3859,7,16,mult,112,1,3,8
3859,10,7,mult,70,1,3,9
3859,7,14,mult,108,0,3,10
2962,7,14,mult,98,1,3,1
2962,23,19,mult,437,1,3,2
2962,21,8,mult,168,1,3,3
2962,15,2,mult,30,1,3,4
2962,13,21,add,34,1,3,5
2962,10,7,mult,70,1,3,6
2962,7,16,mult,112,1,3,7
2962,19,6,mult,114,1,3,8
2962,5,14,add,19,1,3,9
2962,14,13,mult,182,1,3,10
1992,21,8,mult,116,0,3,1
1992,5,14,add,19,1,3,2
1992,15,2,mult,30,1,3,3
1992,14,13,mult,252,0,3,4
1992,23,19,mult,437,1,3,5
1992,19,6,mult,94,0,3,6
1992,10,7,mult,70,1,3,7
1992,13,21,add,34,1,3,8
1992,7,14,mult,98,1,3,9
1992,7,16,mult,112,1,3,10
5626,21,8,mult,168,1,3,1
5626,7,14,mult,98,1,3,2
5626,19,6,mult,94,0,3,3
5626,14,13,mult,182,1,3,4
5626,7,16,mult,112,1,3,5
5626,15,2,mult,30,1,3,6
5626,5,14,add,19,1,3,7
5626,10,7,mult,70,1,3,8
5626,23,19,mult,437,1,3,9
5626,13,21,add,34,1,3,10
1592,21,8,mult,168,1,3,1
1592,7,14,mult,98,1,3,2
1592,10,7,mult,70,1,3,3
1592,13,21,add,34,1,3,4
1592,15,2,mult,30,1,3,5
1592,14,13,mult,142,0,3,6
1592,23,19,mult,457,0,3,7
1592,7,16,mult,112,1,3,8
1592,19,6,mult,114,1,3,9
1592,5,14,add,19,1,3,10
5707,23,19,mult,437,1,3,1
5707,19,6,mult,114,1,3,2
5707,10,7,mult,70,1,3,3
5707,5,14,add,19,1,3,4
5707,14,13,mult,182,1,3,5
5707,13,21,add,34,1,3,6
5707,15,2,mult,30,1,3,7
5707,21,8,mult,168,1,3,8
5707,7,14,mult,98,1,3,9
5707,7,16,mult,112,1,3,10
2741,13,21,add,34,1,3,1
2741,7,16,mult,112,1,3,2
2741,7,14,mult,98,1,3,3
2741,14,13,mult,182,1,3,4
2741,5,14,add,19,1,3,5
2741,19,6,mult,114,1,3,6
2741,21,8,mult,169,0,3,7
2741,15,2,mult,30,1,3,8
2741,10,7,mult,70,1,3,9
2741,23,19,mult,437,1,3,10
5526,10,7,mult,70,1,3,1
5526,13,21,add,34,1,3,2
5526,23,19,mult,57,0,3,3
5526,7,16,mult,112,1,3,4
5526,5,14,add,19,1,3,5
5526,14,13,mult,46,0,3,6
5526,19,6,mult,114,1,3,7
5526,15,2,mult,30,1,3,8
5526,7,14,mult,98,1,3,9
5526,21,8,mult,168,1,3,10
5031,14,13,mult,182,1,3,1
5031,5,14,add,19,1,3,2
5031,15,2,mult,30,1,3,3
5031,10,7,mult,70,1,3,4
5031,19,6,mult,114,1,3,5
5031,13,21,add,34,1,3,6
5031,7,14,mult,98,1,3,7
5031,23,19,mult,437,1,3,8
5031,7,16,mult,112,1,3,9
5031,21,8,mult,168,1,3,10
5480,15,2,mult,30,1,3,1
5480,7,16,mult,112,1,3,2
5480,19,6,mult,114,1,3,3
5480,13,21,add,34,1,3,4
5480,10,7,mult,70,1,3,5
5480,14,13,mult,182,1,3,6
5480,7,14,mult,98,1,3,7
5480,21,8,mult,8,0,3,8
5480,5,14,add,19,1,3,9
5480,23,19,mult,437,1,3,10
5520,5,14,add,19,1,3,1
5520,10,7,mult,70,1,3,2
5520,13,21,add,34,1,3,3
5520,7,14,mult,108,0,3,4
5520,14,13,mult,182,1,3,5
5520,7,16,mult,112,1,3,6
5520,15,2,mult,30,1,3,7
5520,23,19,mult,437,1,3,8
5520,19,6,mult,114,1,3,9
5520,21,8,mult,168,1,3,10
4450,5,14,add,19,1,3,1
4450,19,6,mult,115,0,3,2
4450,13,21,add,34,1,3,3
4450,23,19,mult,140,0,3,4
4450,10,7,mult,70,1,3,5
4450,15,2,mult,30,1,3,6
4450,7,16,mult,42,0,3,7
4450,21,8,mult,168,1,3,8
4450,14,13,mult,144,0,3,9
4450,7,14,mult,98,1,3,10
4971,19,6,mult,114,1,3,1
4971,7,14,mult,98,1,3,2
4971,23,19,mult,423,0,3,3
4971,15,2,mult,30,1,3,4
4971,14,13,mult,183,0,3,5
4971,10,7,mult,70,1,3,6
4971,5,14,add,19,1,3,7
4971,13,21,add,34,1,3,8
4971,21,8,mult,168,1,3,9
4971,7,16,mult,112,1,3,10
5414,7,14,mult,98,1,3,1
5414,7,16,mult,112,1,3,2
5414,19,6,mult,114,1,3,3
5414,14,13,mult,182,1,3,4
5414,13,21,add,273,0,3,5
5414,15,2,mult,30,1,3,6
5414,10,7,mult,70,1,3,7
5414,5,14,add,70,0,3,8
5414,23,19,mult,437,1,3,9
5414,21,8,mult,168,1,3,10
2620,15,2,mult,30,1,3,1
2620,10,7,mult,70,1,3,2
2620,19,6,mult,111,0,3,3
2620,5,14,add,101,0,3,4
2620,23,19,mult,34,0,3,5
2620,7,14,mult,54,0,3,6
2620,21,8,mult,168,1,3,7
2620,14,13,mult,152,0,3,8
2620,13,21,add,34,1,3,9
2620,7,16,mult,122,0,3,10
3677,10,7,mult,70,1,3,1
3677,7,16,mult,112,1,3,2
3677,7,14,mult,98,1,3,3
3677,21,8,mult,168,1,3,4
3677,13,21,add,34,1,3,5
3677,14,13,mult,182,1,3,6
3677,5,14,add,19,1,3,7
3677,15,2,mult,30,1,3,8
3677,23,19,mult,441,0,3,9
3677,19,6,mult,114,1,3,10
5292,10,7,mult,70,1,3,1
5292,5,14,add,19,1,3,2
5292,13,21,add,34,1,3,3
5292,21,8,mult,168,1,3,4
5292,7,14,mult,98,1,3,5
5292,14,13,mult,182,1,3,6
5292,15,2,mult,30,1,3,7
5292,19,6,mult,114,1,3,8
5292,7,16,mult,112,1,3,9
5292,23,19,mult,437,1,3,10
5512,23,19,mult,437,1,3,1
5512,14,13,mult,182,1,3,2
5512,15,2,mult,30,1,3,3
5512,21,8,mult,168,1,3,4
5512,13,21,add,34,1,3,5
5512,5,14,add,19,1,3,6
5512,19,6,mult,114,1,3,7
5512,7,16,mult,112,1,3,8
5512,7,14,mult,98,1,3,9
5512,10,7,mult,70,1,3,10
4230,10,7,mult,87,0,3,1
4230,5,14,add,983,0,3,2
4230,13,21,add,35,0,3,3
4230,15,2,mult,30,1,3,4
4230,14,13,mult,90,0,3,5
4230,7,14,mult,112,0,3,6
4230,19,6,mult,106,0,3,7
4230,21,8,mult,208,0,3,8
4230,7,16,mult,135,0,3,9
4230,23,19,mult,300,0,3,10
3481,15,2,mult,30,1,3,1
3481,10,7,mult,70,1,3,2
3481,21,8,mult,268,0,3,3
3481,23,19,mult,340,0,3,4
3481,13,21,add,34,1,3,5
3481,7,14,mult,98,1,3,6
3481,7,16,mult,102,0,3,7
3481,14,13,mult,156,0,3,8
3481,5,14,add,19,1,3,9
3481,19,6,mult,114,1,3,10
3845,7,16,mult,112,1,3,1
3845,23,19,mult,227,0,3,2
3845,13,21,add,34,1,3,3
3845,21,8,mult,168,1,3,4
3845,5,14,add,19,1,3,5
3845,14,13,mult,172,0,3,6
3845,19,6,mult,94,0,3,7
3845,10,7,mult,70,1,3,8
3845,7,14,mult,98,1,3,9
3845,15,2,mult,30,1,3,10
4012,21,8,mult,168,1,3,1
4012,14,13,mult,182,1,3,2
4012,10,7,mult,70,1,3,3
4012,13,21,add,34,1,3,4
4012,15,2,mult,30,1,3,5
4012,19,6,mult,114,1,3,6
4012,7,14,mult,98,1,3,7
4012,23,19,mult,437,1,3,8
4012,5,14,add,19,1,3,9
4012,7,16,mult,112,1,3,10
2198,13,21,add,34,1,3,1
2198,19,6,mult,104,0,3,2
2198,23,19,mult,437,1,3,3
2198,15,2,mult,30,1,3,4
2198,7,14,mult,98,1,3,5
2198,10,7,mult,70,1,3,6
2198,7,16,mult,118,0,3,7
2198,5,14,add,19,1,3,8
2198,21,8,mult,168,1,3,9
2198,14,13,mult,182,1,3,10
5791,15,2,mult,30,1,3,1
5791,14,13,mult,100,0,3,2
5791,21,8,mult,100,0,3,3
5791,23,19,mult,400,0,3,4
5791,10,7,mult,70,1,3,5
5791,7,14,mult,80,0,3,6
5791,7,16,mult,90,0,3,7
5791,19,6,mult,200,0,3,8
5791,5,14,add,19,1,3,9
5791,13,21,add,30,0,3,10
4289,10,7,mult,70,1,3,1
4289,7,14,mult,98,1,3,2
4289,23,19,mult,122,0,3,3
4289,13,21,add,34,1,3,4
4289,5,14,add,19,1,3,5
4289,19,6,mult,12,0,3,6
4289,7,16,mult,32,0,3,7
4289,21,8,mult,123,0,3,8
4289,15,2,mult,41,0,3,9
4289,14,13,mult,12,0,3,10
4610,7,14,mult,98,1,3,1
4610,19,6,mult,114,1,3,2
4610,21,8,mult,168,1,3,3
4610,23,19,mult,437,1,3,4
4610,13,21,add,34,1,3,5
4610,15,2,mult,30,1,3,6
4610,7,16,mult,112,1,3,7
4610,10,7,mult,70,1,3,8
4610,14,13,mult,182,1,3,9
4610,5,14,add,19,1,3,10
1594,13,21,add,34,1,3,1
1594,21,8,mult,168,1,3,2
1594,5,14,add,19,1,3,3
1594,10,7,mult,70,1,3,4
1594,19,6,mult,146,0,3,5
1594,14,13,mult,182,1,3,6
1594,7,14,mult,98,1,3,7
1594,23,19,mult,437,1,3,8
1594,15,2,mult,30,1,3,9
1594,7,16,mult,112,1,3,10
4149,21,8,mult,168,1,3,1
4149,5,14,add,19,1,3,2
4149,23,19,mult,341,0,3,3
4149,14,13,mult,112,0,3,4
4149,7,14,mult,98,1,3,5
4149,19,6,mult,114,1,3,6
4149,7,16,mult,112,1,3,7
4149,13,21,add,34,1,3,8
4149,15,2,mult,30,1,3,9
4149,10,7,mult,70,1,3,10
5794,13,21,add,34,1,3,1
5794,19,6,mult,114,1,3,2
5794,23,19,mult,437,1,3,3
5794,21,8,mult,168,1,3,4
5794,15,2,mult,30,1,3,5
5794,10,7,mult,70,1,3,6
5794,5,14,add,19,1,3,7
5794,7,16,mult,112,1,3,8
5794,7,14,mult,98,1,3,9
5794,14,13,mult,182,1,3,10
5601,7,14,mult,98,1,3,1
5601,19,6,mult,114,1,3,2
5601,5,14,add,19,1,3,3
5601,15,2,mult,30,1,3,4
5601,10,7,mult,70,1,3,5
5601,7,16,mult,112,1,3,6
5601,13,21,add,34,1,3,7
5601,21,8,mult,168,1,3,8
5601,23,19,mult,441,0,3,9
5601,14,13,mult,181,0,3,10
5279,19,6,mult,114,1,3,1
5279,5,14,add,91,0,3,2
5279,21,8,mult,168,1,3,3
5279,23,19,mult,437,1,3,4
5279,13,21,add,4,0,3,5
5279,10,7,mult,70,1,3,6
5279,14,13,mult,2,0,3,7
5279,15,2,mult,0,0,3,8
5279,7,16,mult,92,0,3,9
5279,7,14,mult,98,1,3,10
5759,7,16,mult,112,1,3,1
5759,13,21,add,34,1,3,2
5759,14,13,mult,182,1,3,3
5759,7,14,mult,98,1,3,4
5759,10,7,mult,70,1,3,5
5759,15,2,mult,30,1,3,6
5759,21,8,mult,168,1,3,7
5759,5,14,add,19,1,3,8
5759,19,6,mult,114,1,3,9
5759,23,19,mult,437,1,3,10
5795,21,8,mult,169,0,3,1
5795,7,16,mult,112,1,3,2
5795,5,14,add,19,1,3,3
5795,15,2,mult,30,1,3,4
5795,10,7,mult,70,1,3,5
5795,7,14,mult,98,1,3,6
5795,23,19,mult,437,1,3,7
5795,19,6,mult,114,1,3,8
5795,14,13,mult,182,1,3,9
5795,13,21,add,34,1,3,10
3428,23,19,mult,437,1,3,1
3428,13,21,add,34,1,3,2
3428,19,6,mult,114,1,3,3
3428,10,7,mult,70,1,3,4
3428,7,16,mult,112,1,3,5
3428,5,14,add,19,1,3,6
3428,15,2,mult,30,1,3,7
3428,7,14,mult,98,1,3,8
3428,14,13,mult,182,1,3,9
3428,21,8,mult,168,1,3,10
5488,21,8,mult,3,0,3,1
5488,15,2,mult,3,0,3,2
5488,5,14,add,4,0,3,3
5488,23,19,mult,23,0,3,4
5488,7,14,mult,153,0,3,5
5488,19,6,mult,23,0,3,6
5488,10,7,mult,34,0,3,7
5488,13,21,add,23,0,3,8
5488,7,16,mult,23,0,3,9
5488,14,13,mult,23,0,3,10
5272,14,13,mult,112,0,3,1
5272,19,6,mult,114,1,3,2
5272,13,21,add,34,1,3,3
5272,23,19,mult,400,0,3,4
5272,7,16,mult,104,0,3,5
5272,10,7,mult,70,1,3,6
5272,15,2,mult,30,1,3,7
5272,5,14,add,19,1,3,8
5272,7,14,mult,148,0,3,9
5272,21,8,mult,168,1,3,10
5847,7,16,mult,112,1,3,1
5847,13,21,add,34,1,3,2
5847,21,8,mult,168,1,3,3
5847,14,13,mult,182,1,3,4
5847,7,14,mult,98,1,3,5
5847,5,14,add,19,1,3,6
5847,19,6,mult,114,1,3,7
5847,15,2,mult,30,1,3,8
5847,10,7,mult,70,1,3,9
5847,23,19,mult,437,1,3,10
5857,14,13,mult,172,0,3,1
5857,7,14,mult,98,1,3,2
5857,10,7,mult,70,1,3,3
5857,7,16,mult,112,1,3,4
5857,21,8,mult,168,1,3,5
5857,19,6,mult,114,1,3,6
5857,5,14,add,19,1,3,7
5857,23,19,mult,437,1,3,8
5857,13,21,add,34,1,3,9
5857,15,2,mult,30,1,3,10
3931,7,16,mult,112,1,3,1
3931,23,19,mult,407,0,3,2
3931,10,7,mult,70,1,3,3
3931,13,21,add,34,1,3,4
3931,7,14,mult,68,0,3,5
3931,21,8,mult,168,1,3,6
3931,15,2,mult,30,1,3,7
3931,14,13,mult,182,1,3,8
3931,5,14,add,19,1,3,9
3931,19,6,mult,114,1,3,10
329,13,21,add,34,1,3,1
329,15,2,mult,30,1,3,2
329,5,14,add,19,1,3,3
329,23,19,mult,437,1,3,4
329,14,13,mult,182,1,3,5
329,7,16,mult,112,1,3,6
329,7,14,mult,91,0,3,7
329,19,6,mult,114,1,3,8
329,10,7,mult,70,1,3,9
329,21,8,mult,168,1,3,10
5176,14,13,mult,182,1,3,1
5176,15,2,mult,30,1,3,2
5176,13,21,add,34,1,3,3
5176,7,16,mult,112,1,3,4
5176,21,8,mult,162,0,3,5
5176,7,14,mult,118,0,3,6
5176,5,14,add,19,1,3,7
5176,23,19,mult,437,1,3,8
5176,10,7,mult,70,1,3,9
5176,19,6,mult,114,1,3,10
5237,13,21,add,34,1,3,1
5237,7,14,mult,98,1,3,2
5237,7,16,mult,112,1,3,3
5237,19,6,mult,114,1,3,4
5237,10,7,mult,70,1,3,5
5237,14,13,mult,182,1,3,6
5237,21,8,mult,168,1,3,7
5237,23,19,mult,437,1,3,8
5237,15,2,mult,30,1,3,9
5237,5,14,add,19,1,3,10
5001,10,7,mult,70,1,3,1
5001,5,14,add,19,1,3,2
5001,21,8,mult,168,1,3,3
5001,7,16,mult,112,1,3,4
5001,13,21,add,34,1,3,5
5001,7,14,mult,98,1,3,6
5001,14,13,mult,8,0,3,7
5001,19,6,mult,114,1,3,8
5001,15,2,mult,30,1,3,9
5001,23,19,mult,9,0,3,10
5821,23,19,mult,437,1,3,1
5821,7,16,mult,112,1,3,2
5821,10,7,mult,70,1,3,3
5821,19,6,mult,114,1,3,4
5821,7,14,mult,98,1,3,5
5821,13,21,add,34,1,3,6
5821,14,13,mult,182,1,3,7
5821,21,8,mult,168,1,3,8
5821,5,14,add,19,1,3,9
5821,15,2,mult,20,0,3,10
279,23,19,mult,437,1,3,1
279,5,14,add,19,1,3,2
279,13,21,add,34,1,3,3
279,7,16,mult,112,1,3,4
279,19,6,mult,114,1,3,5
279,15,2,mult,30,1,3,6
279,7,14,mult,98,1,3,7
279,10,7,mult,70,1,3,8
279,21,8,mult,168,1,3,9
279,14,13,mult,182,1,3,10
5832,23,19,mult,437,1,3,1
5832,7,16,mult,112,1,3,2
5832,15,2,mult,30,1,3,3
5832,14,13,mult,112,0,3,4
5832,7,14,mult,98,1,3,5
5832,13,21,add,34,1,3,6
5832,19,6,mult,114,1,3,7
5832,10,7,mult,70,1,3,8
5832,21,8,mult,168,1,3,9
5832,5,14,add,70,0,3,10
2460,5,14,add,19,1,3,1
2460,7,16,mult,142,0,3,2
2460,13,21,add,34,1,3,3
2460,14,13,mult,182,1,3,4
2460,19,6,mult,114,1,3,5
2460,23,19,mult,551,0,3,6
2460,7,14,mult,98,1,3,7
2460,15,2,mult,30,1,3,8
2460,10,7,mult,70,1,3,9
2460,21,8,mult,168,1,3,10
4977,14,13,mult,372,0,3,1
4977,7,16,mult,112,1,3,2
4977,21,8,mult,168,1,3,3
4977,23,19,mult,437,1,3,4
4977,5,14,add,19,1,3,5
4977,13,21,add,34,1,3,6
4977,7,14,mult,98,1,3,7
4977,19,6,mult,114,1,3,8
4977,15,2,mult,30,1,3,9
4977,10,7,mult,70,1,3,10
5793,7,14,mult,98,1,3,1
5793,21,8,mult,168,1,3,2
5793,14,13,mult,182,1,3,3
5793,13,21,add,34,1,3,4
5793,10,7,mult,70,1,3,5
5793,19,6,mult,112,0,3,6
5793,23,19,mult,207,0,3,7
5793,5,14,add,19,1,3,8
5793,15,2,mult,30,1,3,9
5793,7,16,mult,112,1,3,10
5751,14,13,mult,172,0,3,1
5751,13,21,add,273,0,3,2
5751,7,14,mult,98,1,3,3
5751,15,2,mult,30,1,3,4
5751,23,19,mult,437,1,3,5
5751,7,16,mult,112,1,3,6
5751,19,6,mult,114,1,3,7
5751,5,14,add,19,1,3,8
5751,10,7,mult,70,1,3,9
5751,21,8,mult,168,1,3,10
5752,5,14,add,19,1,3,1
5752,13,21,add,34,1,3,2
5752,21,8,mult,29,0,3,3
5752,23,19,mult,42,0,3,4
5752,10,7,mult,70,1,3,5
5752,7,16,mult,112,1,3,6
5752,19,6,mult,114,1,3,7
5752,14,13,mult,162,0,3,8
5752,15,2,mult,30,1,3,9
5752,7,14,mult,98,1,3,10
3512,7,16,mult,112,1,3,1
3512,10,7,mult,70,1,3,2
3512,5,14,add,19,1,3,3
3512,7,14,mult,98,1,3,4
3512,21,8,mult,168,1,3,5
3512,13,21,add,34,1,3,6
3512,15,2,mult,30,1,3,7
3512,23,19,mult,437,1,3,8
3512,19,6,mult,114,1,3,9
3512,14,13,mult,182,1,3,10
5844,10,7,mult,70,1,3,1
5844,5,14,add,19,1,3,2
5844,14,13,mult,182,1,3,3
5844,7,14,mult,98,1,3,4
5844,23,19,mult,337,0,3,5
5844,15,2,mult,30,1,3,6
5844,7,16,mult,112,1,3,7
5844,21,8,mult,168,1,3,8
5844,13,21,add,34,1,3,9
5844,19,6,mult,94,0,3,10
5745,7,16,mult,112,1,3,1
5745,23,19,mult,437,1,3,2
5745,5,14,add,19,1,3,3
5745,14,13,mult,182,1,3,4
5745,19,6,mult,114,1,3,5
5745,10,7,mult,70,1,3,6
5745,13,21,add,34,1,3,7
5745,15,2,mult,30,1,3,8
5745,7,14,mult,98,1,3,9
5745,21,8,mult,168,1,3,10
4580,10,7,mult,70,1,3,1
4580,7,16,mult,113,0,3,2
4580,23,19,mult,437,1,3,3
4580,14,13,mult,182,1,3,4
4580,7,14,mult,98,1,3,5
4580,19,6,mult,144,0,3,6
4580,15,2,mult,30,1,3,7
4580,13,21,add,34,1,3,8
4580,21,8,mult,168,1,3,9
4580,5,14,add,19,1,3,10
5784,7,16,mult,112,1,3,1
5784,23,19,mult,437,1,3,2
5784,15,2,mult,30,1,3,3
5784,13,21,add,34,1,3,4
5784,10,7,mult,70,1,3,5
5784,14,13,mult,182,1,3,6
5784,19,6,mult,114,1,3,7
5784,7,14,mult,98,1,3,8
5784,21,8,mult,168,1,3,9
5784,5,14,add,19,1,3,10
5523,23,19,mult,437,1,3,1
5523,10,7,mult,70,1,3,2
5523,7,14,mult,98,1,3,3
5523,5,14,add,19,1,3,4
5523,15,2,mult,30,1,3,5
5523,13,21,add,34,1,3,6
5523,21,8,mult,169,0,3,7
5523,7,16,mult,179,0,3,8
5523,14,13,mult,182,1,3,9
5523,19,6,mult,104,0,3,10
4272,21,8,mult,168,1,3,1
4272,23,19,mult,437,1,3,2
4272,19,6,mult,114,1,3,3
4272,7,14,mult,98,1,3,4
4272,15,2,mult,30,1,3,5
4272,13,21,add,34,1,3,6
4272,10,7,mult,70,1,3,7
4272,5,14,add,19,1,3,8
4272,14,13,mult,182,1,3,9
4272,7,16,mult,112,1,3,10
5746,19,6,mult,114,1,3,1
5746,13,21,add,34,1,3,2
5746,21,8,mult,168,1,3,3
5746,7,14,mult,98,1,3,4
5746,14,13,mult,182,1,3,5
5746,7,16,mult,112,1,3,6
5746,15,2,mult,30,1,3,7
5746,5,14,add,19,1,3,8
5746,10,7,mult,70,1,3,9
5746,23,19,mult,437,1,3,10
5796,5,14,add,19,1,3,1
5796,7,14,mult,98,1,3,2
5796,23,19,mult,437,1,3,3
5796,7,16,mult,112,1,3,4
5796,15,2,mult,30,1,3,5
5796,19,6,mult,114,1,3,6
5796,21,8,mult,168,1,3,7
5796,14,13,mult,112,0,3,8
5796,10,7,mult,70,1,3,9
5796,13,21,add,34,1,3,10
5722,15,2,mult,30,1,3,1
5722,23,19,mult,437,1,3,2
5722,14,13,mult,183,0,3,3
5722,5,14,add,19,1,3,4
5722,13,21,add,34,1,3,5
5722,21,8,mult,168,1,3,6
5722,7,14,mult,98,1,3,7
5722,10,7,mult,70,1,3,8
5722,19,6,mult,94,0,3,9
5722,7,16,mult,60,0,3,10
5369,14,13,mult,182,1,3,1
5369,21,8,mult,168,1,3,2
5369,10,7,mult,70,1,3,3
5369,7,16,mult,112,1,3,4
5369,23,19,mult,257,0,3,5
5369,7,14,mult,98,1,3,6
5369,5,14,add,19,1,3,7
5369,13,21,add,34,1,3,8
5369,19,6,mult,114,1,3,9
